name,material type,seating type,speed,height,length,num inversions,manufacturer,park,status
Goldminen Express,Steel,Sit Down,,6,,0,Heege Freizeittechnik,Familienfreizeitpark Funny-World,status.operating
Goliath,Steel,Sit Down,110,53,1231,0,B&M,La Ronde,status.operating
Goliath,Steel,Inverted,80,32,823,5,B&M,Six Flags Fiesta Texas,status.operating
Goliath,Wooden,Sit Down,115,55,950,2,RMC,Six Flags Great America,status.operating
Goliath,Steel,Sit Down,137,71,1370,0,Giovanola,Six Flags Magic Mountain,status.operating
Goliath,Steel,Sit Down,106,58,367,3,Vekoma,Six Flags New England,status.operating
Goliath,Steel,Sit Down,112,61,1365,0,B&M,Six Flags Over Georgia,status.operating
Goliath,Steel,Sit Down,106,47,1214,0,Intamin,Walibi Holland,status.operating
Goofy's Sky School,Steel,Sit Down,44,,,0,Mack,Disney California Adventure,status.operating
Gotham City Gauntlet: Escape from Arkham Asylum,Steel,Sit Down,45,15,370,0,Maurer,Six Flags New England,status.operating
Goudurix,Steel,Sit Down,75,37,950,7,Vekoma,Parc Asterix,status.operating
Goulis,Steel,Sit Down,,,,0,Pinfari,Foire,status.operating
Grampus Jet,Steel,Suspended,,,,0,Vekoma,Greenland,status.operating
Gran Montserrat,Steel,Sit Down,66,20,815,0,Mack,Parque Espana-Shima Spain Village,status.operating
Grand 8,Steel,Sit Down,,,,0,Pinfari,Walibi Belgium,status.closed.definitely
Grand 8 TGV,Steel,Sit Down,,,200,0,Soquet,Florida Parc,status.closed.definitely
Grand Canyon,Steel,Sit Down,,,,0,Togo,Parc de la Vallée,status.operating
Grand Exposition Coaster,Steel,Sit Down,,,,0,Zamperla,Silver Dollar City,status.operating
Grand Huit,Steel,Sit Down,,,,0,S.D.C.,Europark,status.closed.definitely
Grand Huit,Steel,Sit Down,50,11,335,0,Pinfari,Foire,status.operating
Grand Huit,Steel,Sit Down,,10,300,1,Interpark,Hannibal Park,status.operating
Grand Huit,Steel,Sit Down,,,,0,S.D.C.,Mirapolis,status.closed.definitely
Grand Huit,Steel,Sit Down,,,,0,na,Parc de Lillom,status.closed.definitely
Grand Huit Familial,Steel,Sit Down,,,,0,na,Parc Avenue,status.closed.definitely
Grand National (Left),Steel,Sit Down,64,19,1006,0,Charles Paige,Blackpool Pleasure Beach,status.operating
Grand National (Right),Wooden,Sit Down,,,,0,na,Blackpool Pleasure Beach,status.operating
Grand Prix,Steel,Sit Down,,,,0,Zierer,Foire,status.operating
Gravity Max,Steel,Sit Down,90,35,568,1,Vekoma,Lihpao Land,status.operating
Great American Scream Machine,Steel,Sit Down,109,53,1158,7,Arrow,Six Flags Great Adventure,status.closed.definitely
Great American Scream Machine,Wooden,Sit Down,92,32,1052,0,Philadelphia Toboggan Coaster,Six Flags Over Georgia,status.operating
Great Bear,Steel,Inverted,93,27,853,4,B&M,Hersheypark,status.operating
Great Chase,Steel,Sit Down,,3,85,0,Zamperla,Six Flags America,status.operating
Great Chase,Steel,Sit Down,,,,0,E&F Miler Industries,Six Flags New England,status.operating
Great Desert-Rally,Wooden,Sit Down,,31,1000,,GCI,Happy Valley Chengdu,status.operating
Great Lego Race,na,Sit Down,,,,,Mack,Legoland Malaysia,status.operating
Great Pumpkin Coaster,Steel,Sit Down,,,,0,Miler Coaster,Kings Dominion,status.operating
Great Pumpkin Coaster,Steel,Sit Down,,,61,0,Miler Coaster,Kings Island,status.operating
Great White,Wooden,Sit Down,81,34,1006,0,CCI,Morey's Piers,status.operating
Great White,Steel,Inverted,81,33,781,5,B&M,SeaWorld San Antonio,status.operating
Green Dragon,na,Sit Down,40,,280,,WGH Transportation,Greenwood Forest Park,status.operating
Green Hornet: High Speed Chase,Steel,Sit Down,50,16,390,0,Gerstlauer,Motiongate,status.operating
Green Lantern,Steel,Stand Up,102,47,1267,5,B&M,Six Flags Great Adventure,status.operating
Green Lantern Coaster,Steel,Sit Down,65,33,490,2,S&S,Warner Bros. Movie World,status.operating
Green Lantern: First Flight,Steel,4th Dimension,60,33,252,0,Intamin,Six Flags Magic Mountain,status.closed.definitely
Green Scream,Steel,Sit Down,,,,0,Zierer,Adventure Island,status.operating
Greezed Lightnin,Steel,Sit Down,92,42,263,1,Schwarzkopf,Kentucky Kingdom,status.closed.definitely
Griffon,Steel,Floorless,120,62,950,2,B&M,Busch Gardens Williamsburg,status.operating
Grizzly,Steel,Sit Down,89,28,991,0,Kings Island,California's Great America ,status.operating
Grizzly,Wooden,Sit Down,,27,960,0,na,Kings Dominion,status.operating
Grizzly Bear,Steel,Sit Down,50,12,434,0,Pinfari,Lightwater Valley,status.closed.definitely
Grosse Pomme,Steel,Sit Down,,,,0,na,Babyland-Amiland,status.operating
Grottenblitz,Steel,Sit Down,45,6,370,0,Mack,Heide Park,status.operating
Grover's Alpine Express,Steel,Sit Down,,7,183,0,Zierer,Busch Gardens Williamsburg,status.operating
Gruvbanan,na,Sit Down,,,,,Mack,Skara Sommarland,status.operating
Gusanito,na,Sit Down,,,,,na,Chicolandia,status.operating
Gusanito,Steel,Sit Down,,,,,SBF,Coney Park,status.operating
Gusano,na,Sit Down,,,,,na,Diverland,status.operating
Gusano,na,Sit Down,,,,,na,Interpark,status.operating
Gusano,Steel,Sit Down,,,,0,Beijing Shibaolai,Parque Bicentenario,status.operating
Gusano,na,Sit Down,,,,,na,Parque Italo Americano,status.operating
Gusano Loco,Steel,Sit Down,,,,0,na,Salitre Magico,status.operating
Gusano Loco,na,Sit Down,,,,,na,Salitre Magico,status.operating
Gwazi - Lion,Wooden,Sit Down,80,32,1070,0,GCI,Busch Gardens Tampa,status.retracked
Gwazi - Tiger,Wooden,Sit Down,81,27,1036,0,GCI,Busch Gardens Tampa,status.retracked
Hades 360,Hybrid,Sit Down,113,42,1441,0,Gravity Group,Mt. Olympus Water & Theme Park,status.operating
Hagrid's Magical Creatures Motorbike Adventure,Steel,Sit Down,80,,,0,Intamin,Universal Studios Islands of Adventure,status.operating
Hair Raiser,Steel,Floorless,90,35,850,4,B&M,Ocean Park,status.operating
Hakugei,Hybrid,Sit Down,107,55,1530,0,RMC,Nagashima Spa Land,status.operating
Half Pipe,Steel,Sit Down,70,30,70,0,Intamin,Chimelong Paradise,status.operating
Half Pipe,na,Sit Down,70,30,70,0,Intamin,Elitch Gardens,status.operating
Half Pipe,Steel,Sit Down,70,30,70,0,Intamin,Särkänniemi Amusement Park,status.operating
Halfpipe,Steel,Sit Down,70,30,70,0,Intamin,Elitch Gardens,status.operating
Halilintar,na,Sit Down,,,,,Arrow,Dunia Fantasi,status.operating
Halvar,Steel,Sit Down,,,570,0,Vekoma,Plopsa Coo,status.operating
Hang Ten,Steel,Sit Down,35,9,207,0,Vekoma,Freestyle Music Park,status.closed.definitely
Hanging Pulley,Steel,Suspended,50,,380,0,Golden Horse,FantaWild Adventure Wuhu,status.operating
Hanging Roller Coaster,na,Inverted,88,39,695,4,Golden Horse,Great Xingdong Tourist World,status.operating
Hangman,Steel,Inverted,80,33,698,5,Vekoma,Wild Adventures,status.operating
HangOver,Steel,Inverted,81,40,309,3,Vekoma,Liseberg,status.relocated
Hangtime,Steel,Sit Down,92,46,670,4,Gerstlauer,Knott's Berry Farm,status.operating
Hankatten,Steel,Spinning,55,16,397,0,Gerstlauer,Bonbon-Land,status.operating
Happy Angel,na,Inverted,87,,,6,Golden Horse,Heilongjiang Wanda Theme Park,status.operating
Happy Caterpiller,na,Sit Down,,,,,na,South Pier,status.closed.definitely
Happy Chew Chew Train,na,Sit Down,,,,,Golden Horse,Lewa Adventure,status.operating
Happy Loops,Steel,Spinning,30,7,113,0,SBF,Energylandia,status.operating
Happy Mountain,na,Sit Down,,,,,TrÃªs Eixos,Nicolândia Center Park,status.operating
Happy Mountain,Steel,Sit Down,,,,0,TrÃªs Eixos,Playcenter São Paulo,status.operating
Harley Quinn Crazy Train,Steel,Sit Down,36,8,360,0,Zierer,Six Flags Great Adventure,status.operating
Harpy,na,Flying,85,40,885,2,B&M,Xishuangbanna Theme Park,status.operating
Harry Potter and the Escape from Gringotts,Steel,Sit Down,,,,0,Intamin,Universal Studios Florida,status.operating
Harvest Time,Steel,Sit Down,,,,0,Golden Horse,Happy Valley Beijing,status.closed.temporarily
Harzbob,Steel,Alpine,,,,0,Wiegand,Erlebniswelt Seilbahnen Thale,status.operating
Hayabusa,Steel,Suspended,97,42,780,0,Arrow,Tokyo Summerland,status.closed.definitely
Head Spin,Steel,Sit Down,76,36,285,3,Vekoma,Geauga Lake,status.closed.definitely
Heaven's Wing,na,Wing,,,,6,B&M,Huayi Brothers Movie World,status.operating
Heiße Fahrt,Steel,Sit Down,55,17,532,0,Gerstlauer,Klotten (Wild- und Freizeitpark),status.operating
Heiße Fahrt,Steel,Sit Down,55,18,533,0,Gerstlauer,Wild- und Freizeitpark,status.operating
Heidi the Ride,Wooden,Sit Down,70,22,620,0,GCI,Plopsaland,status.operating
Helix,Steel,Sit Down,100,41,1381,7,Mack,Liseberg,status.operating
Hell Cat,Wooden,Sit Down,90,33,793,0,S&S,Clementon Park,status.operating
Hello Kitty Angel Coaster,Steel,Sit Down,,,,0,Zamperla,Seibuen Yuenchi,status.operating
Herkules,na,Sit Down,,,23,,Gerstlauer,Familypark,status.operating
Herky & Timmy's Racing Coaster,Steel,Sit Down,,,,0,Vekoma,Everland,status.operating
Hero,Steel,Flying,42,15,320,2,Zamperla,Flamingo Land Theme Park and Zoo,status.operating
Hexenbesen,Steel,Flying,,,,0,na,Erlebniswelt Seilbahnen Thale,status.operating
Hexenbesen,Steel,Suspended,,,,0,na,Rodelparadies Wasserkuppe,status.operating
Hidden Anaconda,na,Sit Down,105,46,150,2,Maurer,Happy Valley Wuhan,status.operating
High Explosive,Steel,Sit Down,,,,0,Zierer,Foire,status.operating
High Hazel Mini Mine Coaster,na,Sit Down,,,,,L&T Systems,Wheelgate Adventure Park,status.operating
High Roller,Wooden,Sit Down,81,22,909,,na,Valleyfair,status.operating
High Speed Thrill Coaster,Steel,Sit Down,,6,61,0,Overland,Knoebels,status.closed.definitely
Higher Mountain,na,Sit Down,,,,,S.D.C.,Djanat Al Ahlam,status.operating
Higher Mountain,na,Sit Down,,,,,S.D.C.,Parc d'Attraction BBA,status.operating
Highway Boat,na,Suspended,,,,,Intamin,Sun World Danang Wonders,status.announced
Highway Coaster,Steel,Sit Down,75,26,830,0,Senyo Kogyo,Japan Monkey Park,status.operating
Himalaya,Steel,Sit Down,,,460,0,Pinfari,Sommerland Syd,status.closed.definitely
Himalaya Coaster,Steel,Sit Down,,,,0,Meisho Amusement Machines,Miroku no Sato,status.operating
Himalayabahn,Steel,Sit Down,,13,460,0,Schwarzkopf,Schwaben Park,status.closed.definitely
Himalayan Eagle Music Roller Coaster,Steel,Sit Down,,50,1200,0,B&M,Happy Valley Beijing,status.operating
Hip Hop Coaster,Steel,Sit Down,,,,0,Zamperla,Etnaland,status.operating
Hiz treni,Steel,Spinning,40,14,,0,Fabbri,Wonderland Eurasia,status.construction
Hochschaubahn,Wooden,Sit Down,55,15,450,0,na,Wiener Prater,status.operating
Hollenblitz,Steel,Spinning,50,18,760,0,EOS rides,Foire,status.operating
Hollywood Dream: The Ride,Steel,Sit Down,90,44,1200,0,B&M,Universal Studios Japan,status.operating
Hollywood Rip Ride Rockit,Steel,Sit Down,105,51,,0,Maurer,Universal Studios Florida,status.operating
Hoola Loop,Steel,Sit Down,,11,365,1,Pinfari,EsselWorld,status.operating
Hoosier Hurricane,Wooden,Sit Down,82,24,881,0,CCI,Indiana Beach,status.operating
Hoot N Holler,Steel,Sit Down,26,3,60,0,Zierer,Darien Lake,status.operating
Hornet,Steel,Sit Down,,9,350,0,Vekoma,Wonderland Amusement Park,status.operating
Horse Roller Coaster,na,Sit Down,,,,,Beijing Jiuhua,Lewa Adventure,status.operating
Hot Tamales,Steel,Sit Down,23,4,60,0,L&T Systems,Casino Pier,status.operating
Hot Wheels Sidewinder,Steel,Sit Down,85,40,900,2,Arrow,Dreamworld,status.operating
Howler,Steel,Sit Down,,3,85,0,Zamperla,Holiday World,status.operating
Hullámvasút,Steel,Sit Down,,17,980,0,ACE Coaster Classic,Vidámpark,status.operating
Hundeprut,Steel,Sit Down,30,5,128,0,Zierer,Bonbon-Land,status.operating
Huracan,Steel,Sit Down,50,15,500,0,Zierer,Bellewaerde,status.operating
Huracanito,na,Sit Down,,,,,Gerstlauer,Belantis,status.operating
Hurler,Steel,Sit Down,81,25,962,0,CCI,Carowinds,status.operating
Hurler,Wooden,Sit Down,80,25,962,0,Philadelphia Toboggan Coaster,Kings Dominion,status.retracked
Hurricane,na,Sit Down,,,,3,Togo,Himeji Central Park,status.operating
Hurricane,Steel,Inverted,80,34,689,5,Vekoma,Rusutsu Resort,status.operating
Hurricane,Steel,Sit Down,,,,0,S.D.C.,Santa Cruz Beach Boardwalk,status.relocated
Hydra the Revenge,Steel,Floorless,85,29,975,7,B&M,Dorney Park,status.operating
Hydro Racer,na,Water Coaster,86,45,503,0,Intamin,Xishuangbanna Theme Park,status.operating
Hydrus,na,Sit Down,73,22,320,3,Gerstlauer,Casino Pier,status.operating
Hype,na,Sit Down,100,46,263,1,Premier Rides,Särkänniemi Amusement Park,status.operating
Hyper Coaster,Steel,Sit Down,115,61,1273,2,Mack,The Land of Legends,status.operating
Hyperion,Steel,Sit Down,140,77,1450,1,Intamin,Energylandia,status.operating
Hypersonic XLC,Steel,Sit Down,128,50,475,0,S&S,Kings Dominion,status.closed.definitely
Hyperspace Mountain,Steel,Sit Down,,31,1052,0,Vekoma,Hong Kong Disneyland,status.operating
Ice Mountain,na,Spinning,,,,,Reverchon,Foire,status.operating
Icon,Steel,Sit Down,80,27,1143,1,Mack,Blackpool Pleasure Beach,status.operating
Il Bruco Magico,Steel,Sit Down,,,120,0,na,Mirabilandia,status.closed.definitely
Il Tempo Extra Gigante,Steel,Sit Down,65,25,535,0,Zierer,Hunderfossen Familiepark,status.operating
Imomushi-kun,Steel,Sit Down,,,,0,na,Miroku no Sato,status.operating
Imoogi,Steel,Sit Down,,17,,0,Pinfari,Le Fleury,status.operating
Imorinth,Steel,Sit Down,22,5,131,0,Pinfari,Himeji Central Park,status.operating
Impulse,Steel,Sit Down,89,30,602,4,Zierer,Knoebels,status.operating
Incredible Hulk,Steel,Sit Down,107,33,1127,7,B&M,Universal Studios Islands of Adventure,status.operating
Incredicoaster,Steel,Sit Down,88,33,1850,1,Intamin,Disney California Adventure,status.operating
Indiana Jones (Lespinasse),Steel,Sit Down,,,,0,Diamond Rides,Foire,status.operating
Indiana Jones and the Temple of Doom,Steel,Sit Down,58,18,566,1,Intamin,Disneyland Park,status.operating
Indiana's Adventure - The Ride,Steel,Sit Down,,,,0,na,Southport Pleasureland,status.unknown
Indianer-Achterbahn,Steel,Sit Down,35,5,128,0,Zierer,Heide Park,status.operating
Infernal Toboggan,Steel,Sit Down,,11,335,0,S.D.C.,Foire,status.operating
Inferno,Steel,Sit Down,,20,457,,Intamin,CineCittà World,status.operating
Inferno,Steel,4th Dimension,60,25,142,0,Intamin,Terra Mítica,status.operating
Infusion,Steel,Inverted,80,34,689,5,Vekoma,Blackpool Pleasure Beach,status.operating
Insane,Steel,4th Dimension,60,36,250,0,Intamin,Gröna Lund,status.operating
Insane Speed,Steel,Floorless,56,,816,4,B&M,Janfusun Fancyworld,status.operating
Insider,Steel,Spinning,35,11,300,0,Maurer,Wiener Prater,status.operating
Intimidator,Steel,Sit Down,120,71,1620,0,B&M,Carowinds,status.operating
Intimidator 305,Steel,Sit Down,145,93,1555,0,Intamin,Kings Dominion,status.operating
InvadR,Hybrid,Sit Down,77,23,,0,GCI,Busch Gardens Williamsburg,status.operating
Inversa,na,Sit Down,,,,,na,Ácqua Lokos,status.operating
Invertigo,Steel,Sit Down,80,40,310,3,Vekoma,California's Great America ,status.closed.definitely
Invertigo,Steel,Inverted,81,49,309,3,Vekoma,Kings Island,status.operating
Iron Dragon,Steel,Suspended,64,23,860,0,Arrow,Cedar Point,status.operating
Iron Horse,Steel,Sit Down,,16,680,0,Vekoma,Freestyle Music Park,status.closed.definitely
Iron Rattler,Hybrid,Sit Down,113,55,996,1,RMC,Six Flags Fiesta Texas,status.operating
Iron Shark,Steel,Sit Down,84,31,380,1,Gerstlauer,Galveston Island Historic Pleasure Pier,status.operating
Iron Wolf,Steel,Stand Up,89,31,884,2,B&M,Six Flags Great America,status.closed.definitely
iSpeed,Steel,Sit Down,120,55,1000,3,Intamin,Mirabilandia,status.operating
Jack Rabbit,Steel,Sit Down,,16,396,0,Miler Coaster,Celebration City,status.closed.definitely
Jack Rabbit,Steel,Sit Down,72,21,650,0,ACE Coaster Classic,Kennywood,status.operating
Jack Rabbit,Steel,Sit Down,,,,0,na,Seabreeze,status.unknown
Jaguar,Steel,Inverted,83,34,689,5,Vekoma,Isla Magica,status.operating
Jaguar!,Steel,Sit Down,56,20,793,0,Zierer,Knott's Berry Farm,status.operating
Jammin,Steel,Sit Down,,,,0,Barbisan,Frontierland Family Theme Park,status.closed.definitely
Jamming,Steel,Spinning,40,8,,0,Barbisan,Fiabilandia,status.closed.definitely
Jamming,Steel,Spinning,,,,0,Barbisan,Foire,status.operating
Jellikins Coaster,Steel,Sit Down,,,,0,WGH Transportation,Fantasy Island Ingoldmells,status.operating
Jester,Steel,Sit Down,64,24,585,3,Vekoma,Six Flags New Orleans,status.closed.definitely
Jet,Steel,Sit Down,,,,0,Schwarzkopf,Foire,status.operating
Jet Coaster,na,na,,,,0,na,Benyland,status.operating
Jet Coaster,Steel,Sit Down,65,,,0,Meisho Amusement Machines,Himeji Central Park,status.operating
Jet Coaster,na,Sit Down,,,,,Zamperla,Jawa Timur Park 1,status.operating
Jet Coaster,Steel,Sit Down,,,,0,na,Misaki Park,status.operating
Jet Coaster,Steel,Sit Down,,,,0,Togo,Nagashima Spa Land,status.operating
Jet Rescue,Steel,Sit Down,70,6,560,0,Intamin,Sea World,status.operating
Jet Star,Steel,Sit Down,,,,0,Schwarzkopf,Aventura Park,status.closed.definitely
Jet Star,Steel,Sit Down,,20,540,0,Schwarzkopf,Foire,status.operating
Jet Star,na,Sit Down,50,13,538,0,Schwarzkopf,Luna Park La Palmyre,status.operating
Jet Star,Steel,Sit Down,50,14,538,0,Schwarzkopf,Parque de Atracciones de Madrid,status.closed.definitely
Jet Star,Steel,Sit Down,50,14,538,0,Schwarzkopf,Särkänniemi Amusement Park,status.closed.definitely
Jet Star,Steel,Sit Down,50,14,538,0,Schwarzkopf,Santa Cruz Beach Boardwalk,status.closed.definitely
Jet Star,na,Sit Down,,,,,na,Spasso Splash,status.operating
Jet Star,Steel,Sit Down,,,,0,Schwarzkopf,Spree-Park,status.closed.definitely
Jet Star 2,Steel,Sit Down,,14,585,0,Schwarzkopf,Lagoon,status.operating
Jet Stream,Steel,Sit Down,,,,0,na,Ocean Beach Amusement Park,status.unknown
Jetline,Steel,Sit Down,90,32,800,0,Schwarzkopf,Gröna Lund,status.operating
Jett Star,Steel,Sit Down,,,,0,Wisdom Rides ,Central Park Fun-Land,status.operating
Jijig Galzo Holgana,Steel,Sit Down,,,,0,na,Nairamdal Park,status.operating
Jimmy Neutron's Atomic Flyer,Steel,Suspended,,13,294,0,Vekoma,Movie Park Germany,status.operating
Jin Long Hua Che,Steel,Sit Down,,,,0,na,Zheshan Park,status.operating
Joker,Hybrid,Sit Down,85,31,975,3,RMC,Six Flags Discovery Kingdom,status.operating
Joker,Steel,4th Dimension,61,37,311,0,S&S,Six Flags Great Adventure,status.operating
Joker,Steel,4th Dimension,61,37,310,0,S&S,Six Flags Great America,status.operating
Joker,Steel,Spinning,50,16,412,0,Gerstlauer,Six Flags Mexico,status.operating
Joker,Steel,4th Dimension,61,37,310,0,S&S,Six Flags New England,status.operating
Joker,Steel,4th Dimension,61,36,310,0,S&S,Six Flags Over Texas,status.operating
Joker Funhouse Coaster,Steel,Sit Down,48,,274,0,Chance Rides,Six Flags Over Georgia,status.operating
Joker's Jinx,Steel,Sit Down,96,24,824,4,Premier Rides,Six Flags America,status.operating
Joris en de Draak (Vuur),Wooden,Sit Down,75,22,788,0,GCI,Efteling,status.operating
Joris en de Draak (Water),Wooden,Sit Down,75,22,788,0,GCI,Efteling,status.operating
Journey to Atlantis,Steel,Water Coaster,,,,0,Mack,SeaWorld Orlando,status.operating
Journey To Atlantis,Steel,Water Coaster,80,30,,0,Mack,SeaWorld San Antonio,status.operating
Journey to Atlantis,Steel,Water Coaster,68,29,,0,Mack,SeaWorld San Diego,status.operating
Joust,na,Sit Down,,,,,Chance Rides,Dutch Wonderland,status.operating
Joyride,Steel,Sit Down,,16,280,0,L&T Systems,PowerPark,status.operating
Jozi Express,Steel,Sit Down,68,24,702,0,Zierer,Gold Reef City,status.operating
Jubilé,Steel,Sit Down,,,,0,Pinfari,Plopsaland,status.closed.definitely
Jubilee Odyssey,Steel,Inverted,100,51,891,5,Vekoma,Fantasy Island Ingoldmells,status.operating
Judge Roy Scream,Steel,Sit Down,85,22,815,0,William J. Cobb,Six Flags Over Texas,status.operating
Jul's RollerSkates,Steel,Sit Down,34,8,207,0,Vekoma,Julianatoren,status.operating
Jule Expressen,Steel,Sit Down,,,70,0,Technical Park,Tivoli Gardens,status.closed.definitely
Jumbo Jet,Steel,Sit Down,,14,460,0,Schwarzkopf,Ölands Djur & Nöjespark,status.operating
Jumbo Jet,Steel,Sit Down,63,17,791,0,Schwarzkopf,Amigoland,status.operating
Jumbo Jet,Steel,Sit Down,,,,0,Schwarzkopf,Malmö Folkets Park,status.closed.definitely
Jumbo Jet,Steel,Sit Down,63,17,791,0,Schwarzkopf,Walibi Belgium,status.closed.definitely
Jungle,Steel,Sit Down,,,,0,na,Foire,status.operating
Jungle Block,na,Sit Down,,3,,,na,Sun Park,status.operating
Jungle Coaster,na,Sit Down,,,,0,Zierer,Chimelong Ocean Kingdom,status.operating
Jungle Coaster,Steel,Sit Down,50,18,370,0,Mack,Legoland Windsor,status.closed.definitely
Jungle Dragon,Wooden,Sit Down,89,30,1206,0,GCI,Happy Valley Chongqing,status.operating
